gs,woodiness,woodiness.count
Aconitum apoiense,H,1;0;0
Aconitum artemisiifolium,H,1;0;0
Aconitum carmichaeli,H,1;0;0
Aconitum carmichaelii,H,1;0;0
Aconitum chinense,H,2;0;0
Aconitum gymnandrum,H,3;0;0
Aconitum napellus,H,6;0;0
Aconitum paniculatum,H,2;0;0
Aconitum racemulosum,H,1;0;0
Aconitum variegatum,H,2;0;0
Aconitum vulparia,H,2;0;0
Aconogonon campanulatum,H,2;0;0
Aconogonon molle,variable,0;1;0
Aconogonon pamiricum,H,2;0;0
Aconogonon songoricum,variable,0;1;0
Acorus americanus,H,1;0;0
Acorus calamus,H,9;0;0
Acorus gramineus,H,2;0;0
Acorus latifolius,H,1;0;0
Acorus macrospadiceus,H,1;0;0
Acorus tatarinowii,H,1;0;0
Acorus xiangyeus,H,1;0;0
Acosmium dasycarpum,W,0;0;2
Acosmium nitens,W,0;0;3
Acosmium panamense,W,0;0;1
Acosmium praeclarum,W,0;0;1
Acostaea costaricensis,H,1;0;0
Acradenia euodiiformis,W,0;0;6
Acradenia frankliniae,W,0;0;1
Acridocarpus alternifolius,W,0;0;1
Acridocarpus angustifolia,W,0;0;1
Acridocarpus camerunensis,W,0;0;1
Acridocarpus longifolius,W,0;0;1
Acridocarpus macrocalyx,W,0;0;1
Acridocarpus monodii,W,0;0;1
Acridocarpus natalitius,W,0;0;1
Acridocarpus smeathmanni,W,0;0;1
Acriopsis javanica,H,1;0;0
Acrisione denticulata,W,0;0;1
Acrocarpus fraxinifolius,W,0;0;5
Acroceras excavatum,H,1;0;0
Acroceras zizanioides,H,1;0;0
Acrocomia aculeata,W,0;0;2
Acrocomia media,W,0;0;3
Acrocomia vinifera,W,0;0;3
Acroglochin chenopodioides,H,1;0;0
Acronychia acidula,W,0;0;4
Acronychia acronychioides,W,0;0;1
Acronychia baeuerlenii,W,0;0;6
Acronychia goniocarpa,W,0;0;1
Acronychia haplophylla,W,0;0;2
Acronychia imperforata,W,0;0;3
Acronychia laevis,W,0;0;5
Acronychia melicopoides,W,0;0;1
Acronychia oblongifolia,W,0;0;4
Acronychia octandra,W,0;0;4
Acronychia oligophlebia,W,0;0;1
Acronychia pedunculata,W,0;0;8
Acronychia porteri,W,0;0;1
Acronychia pubescens,W,0;0;5
Acronychia pullei,W,0;0;1
Acronychia suberosa,W,0;0;5
Acronychia trifoliolata,W,0;0;1
Acronychia vestita,W,0;0;3
Acronychia wilcoxiana,W,0;0;6
Acrophyllum australe,W,0;0;1
Acropogon dzumacensis,W,0;0;1
Acrorchis roseola,H,1;0;0
Acrosanthes teretifolia,W,0;0;1
Acrostichum apiifolium,H,1;0;0
Acrostichum assurgens,H,1;0;0
Acrostichum aureum,H,2;0;1
Acrostichum cayennense,H,1;0;0
Acrostichum danaeifolium,H,1;0;0
Acrostichum durvillei,H,1;0;0
Acrostichum heterophyllum,H,1;0;0
Acrostichum inaequale,H,1;0;0
Acrostichum longifolium,H,1;0;0
Acrostichum repandum,H,1;0;0
Acrostichum rigens,H,1;0;0
Acrostichum sculpturatum,H,1;0;0
Acrostichum sinense,H,1;0;0
Acrostichum sorbifolium,H,2;0;0
Acrostichum speciosum,H,2;0;0
Acrostichum spectabile,H,1;0;0
Acrostichum yunnanense,H,1;0;0
Acrotriche aggregata,W,0;0;4
Acrotriche divaricata,W,0;0;1
Acrotriche rigida,W,0;0;7
Acsmithia elliptica,W,0;0;1
Acsmithia vitiensis,W,0;0;1
Actaea laciniata,H,1;0;0
Actaea rubra,H,3;0;0
Actaea spicata,H,2;0;0
Actephila excelsa,W,0;0;1
Actephila lindleyi,W,0;0;8
Actinidia arguta,W,0;0;2
Actinidia callosa,W,0;0;2
Actinidia chinensis,W,0;0;3
Actinidia chrysantha,W,0;0;1
Actinidia cylindrica,W,0;0;1
Actinidia deliciosa,W,0;0;5
Actinidia eriantha,W,0;0;1
Actinidia farinosa,W,0;0;1
Actinidia fulvicoma,W,0;0;1
Actinidia glaucophylla,W,0;0;1
Actinidia grandiflora,W,0;0;1
Actinidia guilinensis,W,0;0;1
Actinidia hemsleyana,W,0;0;1
Actinidia henanensis,W,0;0;1
Actinidia hubeiensis,W,0;0;1
Actinidia indochinensis,W,0;0;1
Actinidia kolomikta,W,0;0;2
Actinidia lanceolata,W,0;0;1
Actinidia latifolia,W,0;0;2
Actinidia lijiangensis,W,0;0;1
Actinidia macrosperma,W,0;0;1
Actinidia melanandra,W,0;0;1
Actinidia melliana,W,0;0;1
Actinidia persicina,W,0;0;1
Actinidia polygama,W,0;0;2
Actinidia rubricaulis,W,0;0;1
Actinidia rufa,W,0;0;2
Actinidia sabiifolia,W,0;0;1
Actinidia setosa,W,0;0;1
Actinidia strigosa,W,0;0;1
Actinidia styracifolia,W,0;0;1
Actinidia valvata,W,0;0;1
Actinidia zhejiangensis,W,0;0;1
Actiniopteris australis,H,1;0;0
Actiniopteris radiata,H,1;0;0
Actinobole uliginosum,H,6;0;0
Actinocheita filicina,W,0;0;1
Actinodaphne ambigua,W,0;0;3
Actinodaphne borneensis,W,0;0;2
Actinodaphne diversifolia,W,0;0;1
Actinodaphne forrestii,W,0;0;1
Actinodaphne glabra,W,0;0;1
Actinodaphne glomerata,W,0;0;2
Actinodaphne hongkongensis,W,0;0;1
Actinodaphne hookeri,W,0;0;1
Actinodaphne lancifolia,W,0;0;1
Actinodaphne longifolia,W,0;0;1
Actinodaphne macrophylla,W,0;0;2
Actinodaphne maingayi,W,0;0;2
Actinodaphne malaccensis,W,0;0;2
Actinodaphne mushaensis,W,0;0;1
Actinodaphne myriantha,W,0;0;1
Actinodaphne obovata,W,0;0;1
Actinodaphne omeiensis,W,0;0;1
Actinodaphne pedicellata,W,0;0;1
Actinodaphne procera,W,0;0;2
Actinodaphne sesquipedalis,W,0;0;1
Actinodaphne sphaerocarpa,W,0;0;1
Actinodaphne tayabensis,W,0;0;1
Actinodium cunninghamii,W,0;0;1
Actinokentia divaricata,W,0;0;1
Actinorhytis calapparia,W,0;0;1
Actinoscirpus grossus,H,1;0;0
Actinostemma tenerum,H,1;0;0
Actinostemon amazonicus,W,0;0;1
Actinostemon caribaeus,W,0;0;1
Actinostemon concolor,W,0;0;1
Actinostemon lanceolatus,W,0;0;1
Actinostrobus pyramidalis,W,0;0;1
Actinotus minor,H,10;0;0
Actinotus novae-zealandiae,H,1;0;0
Actites megalocarpa,H,1;0;0
Ada allenii,H,1;0;0
Adansonia digitata,W,0;0;5
Adansonia gibbosa,W,0;0;1
Adansonia grandidieri,W,0;0;1
Adansonia madagascariensis,W,0;0;1
Adansonia rubrostipa,W,0;0;2
Adelia barbinervis,W,0;0;1
Adelia brandegeei,W,0;0;1
Adelia cinerea,W,0;0;1
Adelia membranifolia,W,0;0;1
Adelia oaxacana,W,0;0;2
Adelia obovata,W,0;0;1
Adelia ricinella,W,0;0;1
Adelia triloba,W,0;0;9
Adelia vaseyi,W,0;0;1
Adelia virgata,W,0;0;1
Adelobotrys adscendens,W,0;0;6
Adelobotrys boissieriana,W,0;0;1
Adelobotrys macrantha,W,0;0;1
Adenandra acuta,W,0;0;1
Adenandra brachyphylla,W,0;0;1
Adenandra coriacea,W,0;0;1
Adenandra dahlgrenii,W,0;0;1
Adenandra fragrans,W,0;0;1
Adenandra gracilis,W,0;0;1
Adenandra lasiantha,W,0;0;1
Adenandra marginata,W,0;0;1
Adenandra multiflora,W,0;0;1
Adenandra mundiifolia,W,0;0;1
Adenandra obtusata,W,0;0;1
Adenandra odoratissima,W,0;0;1
Adenandra rotundifolia,W,0;0;1
Adenandra schlechteri,W,0;0;1
Adenandra uniflora,W,0;0;2
Adenandra viscida,W,0;0;1
Adenanthera bicolor,W,0;0;1
Adenanthera falcataria,W,0;0;1
Adenanthera intermedia,W,0;0;1
Adenanthera microsperma,W,0;0;1
Adenanthera pavonina,W,0;0;11
Adenanthera tamarindifolia,W,0;0;1
Adenanthos acanthophyllus,W,0;0;2
Adenanthos apiculatus,W,0;0;2
Adenanthos argyreus,W,0;0;2
Adenanthos barbigerus,W,0;0;2
Adenanthos cacomorphus,W,0;0;2
Adenanthos cuneatus,W,0;0;2
Adenanthos cunninghamii,W,0;0;2
Adenanthos cygnorum,W,0;0;8
Adenanthos detmoldii,W,0;0;2
Adenanthos dobagii,W,0;0;2
Adenanthos dobsonii,W,0;0;2
Adenanthos drummondii,W,0;0;2
Adenanthos ellipticus,W,0;0;2
Adenanthos eyrei,W,0;0;2
Adenanthos filifolius,W,0;0;2
Adenanthos flavidiflorus,W,0;0;2
Adenanthos forrestii,W,0;0;2
Adenanthos glabrescens,W,0;0;1
Adenanthos gracilipes,W,0;0;2
Adenanthos ileticos,W,0;0;2
Adenanthos labillardierei,W,0;0;1
Adenanthos linearis,W,0;0;2
Adenanthos macropodianus,W,0;0;2
Adenanthos meisneri,W,0;0;2
Adenanthos obovatus,W,0;0;3
Adenanthos oreophilus,W,0;0;1
Adenanthos pamela,W,0;0;1
Adenanthos pungens,W,0;0;2
Adenanthos sericeus,W,0;0;2
Adenanthos stictus,W,0;0;2
Adenanthos terminalis,W,0;0;2
Adenanthos velutinus,W,0;0;2
Adenanthos venosus,W,0;0;2
Adenaria floribunda,W,0;0;3
Adenia digitata,H,1;0;0
Adenia volkensii,H,1;0;0
Adenium obesum,W,0;0;1
Adenocalymma apurense,W,0;0;2
Adenocalymma arthropetiolatum,W,0;0;1
Adenocalymma bracteolatum,variable,0;1;0
Adenocalymma cymbalum,W,0;0;1
Adenocalymma impressum,W,0;0;1
Adenocalymma salmoneum,W,0;0;1
Adenocalymma subincanum,W,0;0;1
Adenocalymna alliaceum,W,0;0;1
Adenocarpus complicatus,W,0;0;1
Adenocarpus foliolosus,W,0;0;6
Adenocarpus telonensis,W,0;0;1
Adenocarpus viscosus,W,0;0;1
Adenocaulon himalaicum,H,1;0;0
Adenochilus nortonii,H,1;0;0
Adenochlaena leucocephala,W,0;0;2
Adenocline acuta,W,0;0;1
Adenocline violifolia,variable,0;1;0
Adenodaphne macrophylla,W,0;0;1
Adenodaphne spathulata,W,0;0;1
Adenodaphne triplinervia,W,0;0;1
Adenodaphne uniflora,W,0;0;2
Adenodolichos rupestris,H,1;0;0
Adenogramma lichtensteiniana,H,1;0;0
Adenolinum lewisii,H,1;0;0
Adenoncos parviflora,H,1;0;0
Adenopeltis serrata,W,0;0;1
Adenophaedra grandifolia,W,0;0;1
Adenophora liliifolia,H,1;0;0
Adenophora lobophylla,H,1;0;0
Adenophora potaninii,H,1;0;0
Adenophora remotiflora,H,2;0;0
Adenophora stenanthina,H,1;0;0
Adenophora stricta,H,3;0;0
Adenophora triphylla,H,2;0;0
Adenophora verticillata,H,1;0;0
Adenopodia polystachya,W,0;0;2
Adenostephanus guyanensis,W,0;0;1
Adenostoma fasciculatum,W,0;0;26
Adenostoma sparsifolium,W,0;0;4
Adenostyles alliariae,H,3;0;0
Adenostyles glabra,H,3;0;0
Adenostyles leucophylla,H,1;0;0
Adesmia bicolor,H,2;0;0
Adesmia exilis,H,1;0;0
Adesmia patagonica,W,0;0;1
Adesmia remyana,W,0;0;1
Adesmia spinosissima,W,0;0;1
Adiantum aethiopicum,H,1;0;0
Adiantum capillus,H,1;0;0
Adiantum capillus-veneris,H,1;0;0
Adiantum caudatum,H,1;0;0
Adiantum diaphanum,H,1;0;0
Adiantum flabellulatum,H,1;0;0
Adiantum formosum,H,1;0;0
Adiantum hispidulum,H,1;0;0
Adiantum humile,H,1;0;0
Adiantum incisum,H,1;0;0
Adiantum latifolium,H,1;0;0
Adiantum mendoncae,H,1;0;0
Adiantum mettenii,H,1;0;0
Adiantum obliquum,H,1;0;0
Adiantum patens,H,1;0;0
Adiantum pedatum,H,1;0;0
Adiantum petiolatum,H,1;0;0
Adiantum philippense,H,1;0;0
Adiantum poiretii,H,1;0;0
Adiantum pulverulentum,H,1;0;0
Adiantum raddianum,H,1;0;0
Adiantum trapezoides,H,1;0;0
Adina cordifolia,W,0;0;7
Adina globiflora,W,0;0;1
Adina microcephala,W,0;0;1
Adina pilulifera,W,0;0;4
Adina polycephala,W,0;0;2
Adina rubella,W,0;0;2
Adina rubescens,W,0;0;1
Adina sessilifolia,W,0;0;1
Adinandra acuminata,W,0;0;1
Adinandra acutifolia,W,0;0;2
Adinandra bockiana,W,0;0;1
Adinandra borneensis,W,0;0;1
Adinandra collina,W,0;0;2
Adinandra cordifolia,W,0;0;1
Adinandra dasyantha,W,0;0;1
Adinandra dumosa,W,0;0;8
Adinandra forbesii,W,0;0;1
Adinandra formosana,W,0;0;1
Adinandra glischroloma,W,0;0;1
Adinandra hainanensis,W,0;0;4
Adinandra integerrima,W,0;0;1
Adinandra javanica,W,0;0;1
Adinandra lamponga,W,0;0;1
Adinandra maculosa,W,0;0;1
Adinandra millettii,W,0;0;4
Adinandra nitida,W,0;0;1
Adinandra polyneura,W,0;0;1
Adinandra rantepaoensis,W,0;0;1
Adinandra ryukyuensis,W,0;0;1
Adinandra sarosanthera,W,0;0;1
Adinandra subauriculata,W,0;0;1
Adinandra subunguiculata,W,0;0;1
Adinauclea fagifolia,W,0;0;2
Adiscanthus fusciflorus,W,0;0;1
Adolphia californica,W,0;0;2
Adolphia infesta,W,0;0;1
Adonidia merrillii,W,0;0;1
Adonis aestivalis,H,2;0;0
Adonis amurensis,H,1;0;0
Adonis dentata,H,3;0;0
Adonis flammea,H,1;0;0
Adonis vernalis,H,5;0;0
Adoxa moschatellina,H,6;0;0
Adriana glabrata,W,0;0;1
Adriana quadripartita,W,0;0;2
Adriana tomentosa,W,0;0;1
Aechmea allenii,H,1;0;0
Aechmea bromeliifolia,H,1;0;0
Aechmea calyculata,H,1;0;0
Aechmea capixabae,H,1;0;0
Aechmea carvalhoi,H,1;0;0
Aechmea chantinii,H,1;0;0
Aechmea distichantha,H,1;0;0
Aechmea drakeana,H,1;0;0
Aechmea farinosa,H,1;0;0
Aechmea fasciata,H,1;0;0
Aechmea filicaulis,H,1;0;0
Aechmea fulgens,H,2;0;0
Aechmea gracilis,H,1;0;0
Aechmea haltonii,H,1;0;0
Aechmea kertesziae,H,1;0;0
Aechmea lamarchei,H,1;0;0
Aechmea lingulata,H,1;0;0
Aechmea lueddemanniana,H,1;0;0
Aechmea mertensii,H,1;0;0
Aechmea mexicana,H,1;0;0
Aechmea miniata,H,1;0;0
Aechmea nudicaulis,H,1;0;0
Aechmea pedicellata,H,1;0;0
Aechmea pimenti,H,1;0;0
Aechmea racinae,H,1;0;0
Aechmea tillandsioides,H,1;0;0
Aechmea turbinocalyx,H,1;0;0
Aechmea warasii,H,1;0;0
Aegialitis annulata,W,0;0;1
Aegialophila cretica,H,1;0;0
Aegiceras corniculatum,W,0;0;16
Aegiceras floridum,W,0;0;1
Aegilops biuncialis,H,1;0;0
Aegilops caudata,H,1;0;0
Aegilops columnaris,H,2;0;0
Aegilops crassa,H,2;0;0
Aegilops cylindrica,H,2;0;0
Aegilops geniculata,H,14;0;0
Aegilops juvenalis,H,1;0;0
Aegilops kotschyi,H,1;0;0
Aegilops longissima,H,1;0;0
Aegilops neglecta,H,1;0;0
Aegilops ovata,H,4;0;0
Aegilops peregrina,H,1;0;0
Aegilops searsii,H,1;0;0
Aegilops speltoides,H,2;0;0
Aegilops tauschii,H,2;0;0
Aegilops triuncialis,H,2;0;0
Aegilops umbellulata,H,1;0;0
Aegilops uniaristata,H,1;0;0
Aegilops vavilovii,H,1;0;0
Aegilops ventricosa,H,1;0;0
Aegiphila candelabrum,W,0;0;1
Aegiphila cephalophora,W,0;0;2
Aegiphila cordifolia,W,0;0;1
Aegiphila costaricensis,W,0;0;8
Aegiphila elata,W,0;0;3
Aegiphila falcata,W,0;0;2
Aegiphila haughtii,W,0;0;1
Aegiphila integrifolia,W,0;0;5
Aegiphila intermedia,W,0;0;1
Aegiphila lhotskiana,W,0;0;2
Aegiphila lhotzkiana,W,0;0;2
Aegiphila mollis,W,0;0;1
Aegiphila panamensis,W,0;0;6
Aegiphila parviflora,W,0;0;1
Aegiphila trifida,W,0;0;2
Aegle marmelos,W,0;0;7
Aegopodium podagraria,H,17;0;0
Aegopogon cenchroides,H,1;0;0
Aeluropus littoralis,H,15;0;0
Aeollanthus namibiensis,H,1;0;0
Aeollanthus neglectus,H,1;0;0
Aeollanthus paradoxus,H,1;0;0
Aeollanthus pubescens,H,1;0;0
Aeollanthus repens,H,1;0;0
Aeollanthus suaveolens,H,1;0;0
Aeollanthus subacaulis,H,1;0;0
Aerangis articulata,H,1;0;0
Aerangis biloba,H,1;0;0
Aerangis citrata,H,1;0;0
Aerangis confusa,H,1;0;0
Aerangis coriacea,H,1;0;0
Aerangis ellisii,H,1;0;0
Aerangis fastuosa,H,1;0;0
Aerangis kirkii,H,1;0;0
Aerangis kotschyana,H,1;0;0
Aerangis luteoalba,H,1;0;0
Aerangis macrocentra,H,1;0;0
Aerangis modesta,H,1;0;0
Aerangis punctata,H,1;0;0
Aerangis somalensis,H,1;0;0
Aerangis thomsonii,H,1;0;0
Aerangis ugandensis,H,1;0;0
Aerangis verdickii,H,1;0;0
Aeranthes arachnites,H,1;0;0
Aeranthes grandiflora,H,1;0;0
Aeranthes ramosa,H,1;0;0
Aerides flabellata,H,1;0;0
Aerides multiflora,H,1;0;0
Aerides odorata,H,1;0;0
Aerva javanica,H,2;0;0
Aeschynanthus micranthus,H,1;0;0
Aeschynanthus radicans,H,1;0;0
Aeschynomene americana,H,2;0;0
Aeschynomene indica,H,1;0;0
Aesculus assamica,W,0;0;1
Aesculus californica,W,0;0;8
Aesculus chinensis,W,0;0;1
Aesculus flava,W,0;0;3
Aesculus georgiana,W,0;0;1
Aesculus glabra,W,0;0;1
Aesculus hippocastanum,W,0;0;30
Aesculus indica,W,0;0;2
Aesculus octandra,W,0;0;3
Aesculus parryi,W,0;0;1
Aesculus parviflora,W,0;0;2
Aesculus pavia,W,0;0;2
Aesculus sylvatica,W,0;0;1
Aesculus turbinata,W,0;0;3
Aetheopappus pulcherrimus,H,1;0;0
Aetheorhiza bulbosa,H,1;0;0
Aetheorhyncha andreettae,H,1;0;0
Aethionema grandiflorum,H,1;0;0
Aethionema saxatile,H,2;0;0
Aethusa cynapium,H,7;0;0
Aetoxylon sympetalum,W,0;0;1
Aextoxicon punctatum,W,0;0;14
Afgekia sericea,W,0;0;1
Aframomum angustifolium,H,1;0;0
Aframomum biauriculatum,H,1;0;0
Aframomum daniellii,H,1;0;0
Aframomum strobilaceum,H,1;0;0
Afrocalathea rhizantha,H,1;0;0
Afrocanthium mundianum,W,0;0;1
Afrocarpus mannii,W,0;0;1
Afrocarpus usambarensis,W,0;0;2
Afropteris barklyae,H,1;0;0
Afropteris repens,H,1;0;0
Afrormosia angolensis,W,0;0;1
Afrormosia laxiflora,W,0;0;2
Afrosersalisia afzelii,W,0;0;1
Afrostyrax kamerunensis,W,0;0;1
Afrostyrax lepidophyllus,W,0;0;2
Afrotrewia kamerunica,W,0;0;1
Afzelia africana,W,0;0;17
Afzelia bella,W,0;0;3
Afzelia bipindensis,W,0;0;14
Afzelia bracteata,W,0;0;1
Afzelia integrifolia,W,0;0;2
Afzelia javanica,W,0;0;3
Afzelia pachyloba,W,0;0;9
Afzelia parviflora,W,0;0;1
Afzelia quanzensis,W,0;0;6
Afzelia rhomboidea,W,0;0;1
Agalinis acuta,H,1;0;0
Agalinis aphylla,H,1;0;0
Agalinis auriculata,H,1;0;0
Agalinis divaricata,H,1;0;0
Agalinis fasciculata,H,1;0;0
Agalinis filicaulis,H,1;0;0
Agalinis heterophylla,H,1;0;0
Agalinis linifolia,H,1;0;0
Agalinis obtusifolia,H,1;0;0
Agalinis plukenetii,H,1;0;0
Agalinis pulchella,H,1;0;0
Agalinis setacea,H,1;0;0
Agalinis strictifolia,H,1;0;0
Agalinis tenella,H,1;0;0
Agalinis tenuifolia,H,1;0;0
Agalmyla parasitica,H,1;0;0
Aganisia pulchella,H,1;0;0
Aganosma cymosa,variable,0;1;0
Aganosma marginata,variable,0;1;0
Aganosma schlechteriana,variable,0;1;0
Aganosma wallichii,variable,0;1;0
Agapanthus africanus,H,3;0;0
Agapanthus campanulatus,H,2;0;0
Agapanthus inapertus,H,2;0;0
Agapanthus praecox,H,2;0;0
Agapetes buxifolia,W,0;0;1
Agapetes vitiensis,W,0;0;1
Agarista bracamorensis,W,0;0;1
Agarista duckei,W,0;0;1
Agarista eucalyptoides,W,0;0;1
Agarista organensis,W,0;0;1
Agarista populifolia,W,0;0;1
Agarista pulchella,W,0;0;1
Agarista salicifolia,W,0;0;2
Agarista uleana,W,0;0;1
Agastache foeniculum,H,9;0;1
Agastache mexicana,H,1;0;0
Agastache micrantha,H,1;0;0
Agastache nepetoides,H,1;0;0
Agastache rugosa,H,3;0;0
Agastache scrophulariifolia,H,1;0;0
Agastache urticifolia,H,1;0;0
Agastachys odorata,W,0;0;4
Agathelpis angustifolia,H,1;0;0
Agathis alba,W,0;0;1
Agathis atropurpurea,W,0;0;2
Agathis australis,W,0;0;5
Agathis borneensis,W,0;0;4
Agathis corbassonii,W,0;0;1
Agathis dammara,W,0;0;4
Agathis labillardierei,W,0;0;1
Agathis lanceolata,W,0;0;2
Agathis loranthifolia,W,0;0;1
Agathis macrophylla,W,0;0;2
Agathis microstachya,W,0;0;3
Agathis montana,W,0;0;2
Agathis moorei,W,0;0;1
Agathis obtusa,W,0;0;1
Agathis ovata,W,0;0;2
Agathis palmerstonii,W,0;0;1
Agathis palmestonii,W,0;0;1
Agathis philippinensis,W,0;0;1
Agathis robusta,W,0;0;7
Agathis vitiensis,W,0;0;2
Agathisanthemum bojeri,variable,0;1;0
Agathosma elegans,W,0;0;1
Agathosma ovata,W,0;0;1
Agation deplanchei,H,1;0;0
Agauria salicifolia,W,0;0;1
Agave americana,W,0;0;2
Agave angustiarum,H,1;0;0
Agave atrovirens,H,1;0;0
Agave attenuata,H,1;0;0
Agave celsii,H,1;0;0
Agave chrysantha,H,1;0;0
Agave dasylirioides,H,1;0;0
Agave filifera,H,1;0;0
Agave ghiesbreghtii,H,1;0;0
Agave havardiana,H,1;0;0
Agave karwinskii,H,1;0;0
Agave kerchovei,H,1;0;0
Agave lecheguilla,H,1;0;0
Agave lechuguilla,H,1;0;0
Agave macroacantha,H,1;0;0
Agave marmorata,H,1;0;0
Agave missionum,H,1;0;0
Agave mitis,H,1;0;0
Agave palmeri,H,1;0;0
Agave parryi,H,4;0;0
Agave potatorum,H,1;0;0
Agave potreriana,H,1;0;0
Agave salmiana,H,2;0;0
Agave schottii,H,2;0;0
Agave shawii,W,0;0;1
Agave striata,H,2;0;0
Agave stricta,H,1;0;0
Agave tequilana,H,1;0;0
Agave vivipara,H,1;0;0
Agave xylonacantha,H,1;0;0
Agdestis clematidea,H,1;0;0
Agelaea nitida,W,0;0;1
Agelaea obliqua,W,0;0;1
Agelaea paradoxa,W,0;0;1
Agelaea pentagyna,W,0;0;1
Agelaea poggeana,W,0;0;1
Agelaea rubiginosa,W,0;0;1
Agelaea trifolia,W,0;0;1
Agelanthus sansibarensis,W,0;0;1
Agelanthus subulatus,W,0;0;1
Ageratina dendroides,W,0;0;6
Ageratina riparia,W,0;0;1
Ageratum conyzoides,H,6;0;0
Ageratum houstonianum,H,1;0;0
Aglaia agglomerata,W,0;0;1
Aglaia amplexicaulis,W,0;0;1
Aglaia archboldiana,W,0;0;1
Aglaia argentea,W,0;0;6
Aglaia aspera,W,0;0;1
Aglaia australiensis,W,0;0;1
Aglaia axillaris,W,0;0;1
Aglaia basiphylla,W,0;0;1
Aglaia borneensis,W,0;0;1
Aglaia cordata,W,0;0;1
Aglaia cucullata,W,0;0;3
Aglaia dasyclada,W,0;0;3
Aglaia edulis,W,0;0;1
Aglaia elaeagnoidea,W,0;0;2
Aglaia elliptica,W,0;0;2
Aglaia elliptifolia,W,0;0;1
Aglaia evansensis,W,0;0;1
Aglaia exstipulata,W,0;0;1
Aglaia forbesii,W,0;0;1
Aglaia fragilis,W,0;0;1
Aglaia gracilis,W,0;0;1
Aglaia grandis,W,0;0;1
Aglaia greenwoodii,W,0;0;1
Aglaia griffithii,W,0;0;1
Aglaia hiernii,W,0;0;1
Aglaia lanceolata,W,0;0;1
Aglaia lawii,W,0;0;2
Aglaia leptantha,W,0;0;1
Aglaia leucophylla,W,0;0;1
Aglaia luzoniensis,W,0;0;1
Aglaia mackiana,W,0;0;1
Aglaia macrocarpa,W,0;0;1
Aglaia maingayi,W,0;0;1
Aglaia malaccensis,W,0;0;2
Aglaia merostela,W,0;0;1
Aglaia multinervis,W,0;0;1
Aglaia odorata,W,0;0;1
Aglaia odoratissima,W,0;0;2
Aglaia pachyphylla,W,0;0;1
Aglaia parksii,W,0;0;1
Aglaia perviridis,W,0;0;2
Aglaia ridleyi,W,0;0;1
Aglaia rohitika,W,0;0;1
Aglaia roxburghiana,W,0;0;2
Aglaia rubescens,W,0;0;1
Aglaia rubiginosa,W,0;0;2
Aglaia saltatorum,W,0;0;1
Aglaia sapindina,W,0;0;5
Aglaia silvestris,W,0;0;1
Aglaia simplicifolia,W,0;0;1
Aglaia spectabilis,W,0;0;2
Aglaia subcuprea,W,0;0;1
Aglaia tenuicaulis,W,0;0;1
Aglaia tomentosa,W,0;0;2
Aglaia unifoliolata,W,0;0;1
Aglaia vitiensis,W,0;0;1
Aglaia wallichii,W,0;0;1
Aglaonema crispum,H,1;0;0
Agonandra brasiliensis,W,0;0;7
Agonandra excelsa,W,0;0;1
Agonandra macrocarpa,W,0;0;2
Agonandra peruviana,W,0;0;1
Agonandra racemosa,W,0;0;1
Agonandra silvatica,W,0;0;5
Agonis baxteri,W,0;0;1
Agonis flexuosa,W,0;0;5
Agonis floribunda,W,0;0;1
Agonis obtusissima,W,0;0;1
Agonis spathulata,W,0;0;1
Agonis theiformis,W,0;0;1
Agoseris elata,H,1;0;0
Agoseris retrorsa,H,1;0;0
Agrimonia eupatoria,H,4;0;0
Agrimonia gryposepala,H,3;0;0
Agrimonia mollis,H,1;0;0
Agrimonia parviflora,H,1;0;0
Agrimonia procera,H,1;0;0
Agriophyllum arenarium,H,2;0;0
Agriophyllum squarrosum,H,4;0;0
Agropyron calcis,H,1;0;0
Agropyron caninum,H,5;0;0
Agropyron ciliare,H,3;0;0
Agropyron cristatum,H,21;0;0
Agropyron integrum,H,1;0;0
Agropyron intermedium,H,3;0;0
Agropyron junceiforme,H,2;0;0
Agropyron mayebaranum,H,1;0;0
Agropyron michnoi,H,3;0;0
Agropyron mongolicum,H,1;0;0
Agropyron pectinatum,H,1;0;0
Agropyron pungens,H,3;0;0
Agropyron repens,H,17;0;0
Agropyron retrofractum,H,1;0;0
Agropyron scabrum,H,4;0;0
Agropyron semicostatum,H,2;0;0
Agropyron sibiricum,H,1;0;0
Agropyron smithii,H,3;0;0
Agropyron spicatum,H,3;0;0
Agrostemma githago,H,2;0;0
Agrostis aemula,H,1;0;0
Agrostis agrostiflora,H,1;0;0
Agrostis alba,H,3;0;0
Agrostis alpina,H,3;0;0
Agrostis avenacea,H,7;0;0
Agrostis billardierei,H,1;0;0
Agrostis canina,H,8;0;0
Agrostis capillaris,H,15;0;0
Agrostis castellana,H,2;0;0
Agrostis dyeri,H,1;0;0
Agrostis elata,H,1;0;0
Agrostis elliottiana,H,1;0;0
Agrostis filiformis,H,1;0;0
Agrostis gigantea,H,5;0;0
Agrostis glabra,H,1;0;0
Agrostis hyemalis,H,2;0;0
Agrostis imbecilla,H,1;0;0
Agrostis leptostachys,H,1;0;0
Agrostis lyallii,H,1;0;0
Agrostis macrothyrsa,H,1;0;0
Agrostis magellanica,H,3;0;0
Agrostis mertensii,H,1;0;0
Agrostis montevidensis,H,2;0;0
Agrostis muelleriana,H,1;0;0
Agrostis muscosa,H,1;0;0
